Pantheon,Pronunciation,url,Good/Evil Rating,Celebration or Feast Day,Area of expertise,Associated with,In charge of,Birth and Death Dates,Popularity index,Name means,Name,Alternative names,Area or people,Type,Role,Related Gods,Gender 
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-GEORGE/,Unknown at present,Unknown at present,,,,???-303,793,,George,['Georgius'],,Saint,Unknown at present,set(),Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/BRUGH-NA-BOINNE/,Unknown at present,Unknown at present,,,,,1335,,Brugh na Bóinne,['Brughna Bóinne'],,legendary place,Unknown at present,set(),Male
Yoruba pantheon,Coming soon,https://www.godchecker.com/yoruba-mythology/OLOKUN/,"OKAY, not bad",Unknown at present,"Sea, Seas, Ocean, Oceans",,the Ocean,,7808,,Olokun,['unspecified'],"Yoruba people of Nigeria and Benin, Edo people",God,unspecified,"{'Obatala', 'Elusu', 'Olorun', 'Orishas'}",Male
Chinese pantheon,Lee Tee-yeh Gwuy,https://www.godchecker.com/chinese-mythology/LI-TIEGUAI/,"NEUTRAL, may not care",Unknown at present,"Disease, Sickness, Illness",,Disease & Sickness,,4081,,Li Tieguai,"[""Li T'ieh-Kuai"", 'Li Tieguai', 'Li-Xuan', 'Tieguai Li']",,God,unspecified,"{'Eight Immortals', 'Laozi'}",Male
Welsh pantheon,Coming soon,https://www.godchecker.com/welsh-mythology/TALIESIN/,"OKAY, not bad",Unknown at present,Sorcery,,Sorcery and Witchcraft,,4864,,Taliesin,['Taliesin Ben Beirdd'],,God,unspecified,"{'Gwion Bach', 'Ceridwen'}",Male
Micronesian pantheon,Coming soon,https://www.godchecker.com/micronesian-mythology/LUGEILAN/,Unknown at present,Unknown at present,"Body Art, Tattoos",,Body Art and Tattooing,,1587,,Lugeilan,['unspecified'],"Caroline Islands, Micronesia",God,unspecified,{'Olifat'},Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/DAIKOKU/,"NEUTRAL, may not care",Unknown at present,Wealth,,Wealth,,4057,,Daikoku,['Daikokuten'],,God,unspecified,"{'Shichi Fukujin', 'Mahakala'}",Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/ANTEROS/,Unknown at present,Unknown at present,Love,,Love,,8707,,Anteros,['unspecified'],,God,❤️,{'Eros'},Male
Yoruba pantheon,Coming soon,https://www.godchecker.com/yoruba-mythology/BABALU-AYE/,"GOOD, quite approachable",Unknown at present,Healing,,Healing,,21543,,Babalú Ayé,"['Babalu Aye', 'Babaluaiye', 'Babaluaye', 'Obaluaye']",Yoruba people of Nigeria and Benin,God,unspecified,"{'Orishas', 'Babalú Ayé (2)', 'Sakpata'}",Male
Welsh pantheon,Coming soon,https://www.godchecker.com/welsh-mythology/DYLAN/,"NEUTRAL, may not care",Unknown at present,"Sea, Seas, Ocean, Oceans",,the Ocean,,7325,,Dylan,"['Dylan Ail Don', 'Dylan Eil Ton', ""Dylan O'taine""]",,God,unspecified,"{'Arianrhod', 'Gwydion'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/STRENUA/,Unknown at present,Unknown at present,Strength,,Strength,,1612,,Strenua,['unspecified'],Sabine,Goddess,unspecified,set(),Female
Chinese pantheon,Lay Gorng,https://www.godchecker.com/chinese-mythology/LEI-GONG/,Unknown at present,Unknown at present,Thunder,,Thunder,,3365,,Lei Gong,['Lei-Kung'],,God,unspecified,"{'Long Wang', 'Tian Mu', 'Leizhenzi'}",Male
Maori pantheon,Coming soon,https://www.godchecker.com/maori-mythology/AO-KAHIWAHIWA/,Unknown at present,Unknown at present,Storms,,Storms,,2174,,Ao-Kahiwahiwa,['unspecified'],Maori people of Polynesia,God,unspecified,"{'Tawhirimatea', 'Ao'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/EGESTES/,Unknown at present,Unknown at present,Poverty,,Poverty,,1759,,Egestes,['unspecified'],,Goddess,unspecified,set(),Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/BOREADS/,"NEUTRAL, may not care",Unknown at present,Hero,,Heroics,,3709,,Boreads,"['Calais', 'Kalais', 'Zetes', 'Zethes']",,Gods,unspecified,"{'Oreithyia', 'Boreas', 'Harpies'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BENEZET/,Unknown at present,April 14th,,,,1163-1184,720,,Bénézet,['unspecified'],,Saint,Unknown at present,set(),Male
Zapotec pantheon,Coming soon,https://www.godchecker.com/zapotec-mythology/MSE/,Unknown at present,Unknown at present,Evil,,Evil,,1392,,Mse,['unspecified'],Zapotec,Goddess,unspecified,set(),Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/TEPEYOLLOTL/,"NOT OKAY, be careful",Unknown at present,Earthquakes,,Earthquakes,,2962,,Tepeyollotl,['Tepeyollotl'],,God,unspecified,set(),Male
Latvian pantheon,Coming soon,https://www.godchecker.com/latvian-mythology/KAUKAI/,Unknown at present,Unknown at present,,,,,1610,,Kaukai,['unspecified'],Latvia,legendary mortal,Unknown at present,{'Puškaitis'},Male
Canaanite pantheon,Coming soon,https://www.godchecker.com/canaanite-mythology/ANATH/,Unknown at present,Unknown at present,War,,War,,4936,,Anath,['Anat'],Caananite (Ugaritic),Goddess,unspecified,"{'El', 'Anat', 'Baal'}",Female
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/PRAAMZIUS/,Unknown at present,Unknown at present,Time,,Time,,2634,,Praamzius,"['Praamžimas', 'Praamžius', 'Pramšans', 'Pramžimas']",Lithuania,God,unspecified,{'Dievas'},Male
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/NINGIRSU/,Unknown at present,Unknown at present,"Tutelary, Patronage",,Patronage,,1524,,Ninĝirsu,['Ningirsu'],Akkadia,God,unspecified,{'Ninurta'},Male
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/HUVEANE/,"NEUTRAL, may not care",Unknown at present,Creation,,Creating,,5029,,Huveane,['unspecified'],Basotho people of Lesotho,God,unspecified,set(),Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/AKER/,Unknown at present,Unknown at present,Earth,,the Earth,,3274,,Aker,['unspecified'],,God,unspecified,"{'Ra', 'Apep'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-JUAN-DIEGO/,Unknown at present,Unknown at present,,,,1474-1548,822,,Juan Diego,['Juan Diego Cuauhtlatoatzi'],,Saint,Unknown at present,{'Mary'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-WULFRIC/,Unknown at present,Unknown at present,,,,???-???,895,,Wulfric,['Wulfric Of Haselbury'],,Saint,Unknown at present,set(),Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/YOMI/,"NEUTRAL, may not care",Unknown at present,Underworld,,the Underworld,,2860,,Yomi,"['Soko-No-Kuni', 'Yomi-No-Kuni', 'Yomi-Tsu-Kuni']",,legendary place,unspecified,"{'Izumo', 'Susano-wo', 'Izanami'}",Male
Inca pantheon,Coming soon,https://www.godchecker.com/inca-mythology/AXO-MAMA/,"NEUTRAL, may not care",Unknown at present,"Potatoes, Tatas, Spuds, Spud",,Potatoes,,6690,,Axo-Mama,"['Acsumama', 'Ajomama', 'Axomama', 'Potato Lady', 'Potato Mother']",,Goddess,unspecified,{'Mama Pacha'},Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/NEMESIS/,Unknown at present,Unknown at present,Justice,,Justice,,4153,,Nemesis,"['Rhamnousia', 'Rhamnusia']",,Goddess,unspecified,"{'Leda', 'Erebus', 'Zeus', 'Oceanus'}",Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/VISHVAMITRA/,"OKAY, not bad",Unknown at present,,,,,1551,,Vishvamitra,"['Kaushika', 'Vishwamitra']",,God,Unknown at present,"{'Kamadhenu', 'Nandini', 'Vasishtha', 'Rishis'}",Male
Hittite pantheon,Coming soon,https://www.godchecker.com/hittite-mythology/KULITTA/,Unknown at present,Unknown at present,Music,,Music,,2773,,Kulitta,['unspecified'],Hittite,Goddess,🎵,set(),Female
Zoroastrian pantheon,Coming soon,https://www.godchecker.com/zoroastrian-mythology/SPENTA-ARMAITI/,"NEUTRAL, may not care",Unknown at present,Devotion,,Devotion,,2432,,Spenta Armaiti,"['Amahraspand', 'Armaiti', 'Armaity', 'Armati', 'Spenta Ameraiti', 'Spənta Ārmaiti']",Persia,Spirit,unspecified,"{'Amesha Spenta', 'Ahura Mazda'}",Female
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/ITHERTHER/,"OKAY, not bad",Unknown at present,Buffaloes,,Buffaloes,,2352,,Itherther,['unspecified'],Kabyle people of Algeria,God,🦬,{'Achimi'},Male
Welsh pantheon,Coming soon,https://www.godchecker.com/welsh-mythology/DDRAIG-GOCH/,"OKAY, not bad",Unknown at present,"Tutelary, Patronage",,Patronage,,2354,,Ddraig Goch,"['Red Dragon', 'Y Ddraig Goch']",Welsh,fabulous creature,unspecified,set(),Male
Zapotec pantheon,Coming soon,https://www.godchecker.com/zapotec-mythology/COQUI-HUANI/,Unknown at present,Unknown at present,"Humor, Humour, Laughter",,Laughter,,1289,,Coqui Huani,['unspecified'],Zapotec,God,😂,{'Pulque'},Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/SAHU/,"NEUTRAL, may not care",Unknown at present,Renewal,,Renewal,,2230,,Sahu,['unspecified'],,God,unspecified,"{'Orion', 'Osiris'}",Male
Slavic pantheon,Coming soon,https://www.godchecker.com/slavic-mythology/ZMEY-GORYNICH/,Unknown at present,Unknown at present,,,,,1686,,Zmey Gorynich,['Smei-Gorynich'],,Demon,Unknown at present,{'Baba Yaga'},Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/TIHTIPIHIN/,"NEUTRAL, may not care",Unknown at present,Crabs,,Crabs,,4500,,Tihtipihin,['unspecified'],"Northwest, Nootka, Puget",God,🦀,{'Kwatee'},Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/GANIKLIS/,Unknown at present,Unknown at present,"Animals, Creatures",,Animals and Creatures,,1711,,Ganiklis,['unspecified'],Lithuania,God,unspecified,{'Veles'},Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/ORCUS/,Unknown at present,Unknown at present,Underworld,,the Underworld,,2126,,Orcus,['unspecified'],,God,unspecified,set(),Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/CERES/,Unknown at present,Unknown at present,Grain,,Grain,,2060,,Ceres,['unspecified'],,Goddess,unspecified,"{'Demeter', 'Tellus'}",Female
Melanesian pantheon,Coming soon,https://www.godchecker.com/melanesian-mythology/AFEKAN/,Unknown at present,Unknown at present,Creation,,Creating,,1490,,Afekan,['unspecified'],"Melanesia, New Guinea",Goddess,unspecified,set(),Female
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/JANUS/,Unknown at present,Unknown at present,Crossroads,,Crossroads,,5419,,Janus,['unspecified'],,God,unspecified,"{'Nymphs (2)', 'Carna'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/ESAUGETUH-EMISSEE/,Unknown at present,Unknown at present,Creation,,Creating,,1269,,Esaugetuh Emissee,['unspecified'],Muskogean (aka Creek) people,God,unspecified,set(),Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/IZANAGI/,Unknown at present,Unknown at present,Creation,,Creating,,4690,,Izanagi,['unspecified'],,God,unspecified,"{'Amaterasu', 'Susano-wo', 'Tsukiyomi', 'Izanami'}",Male
Chinese pantheon,Jhoo-arng Loon Warng,https://www.godchecker.com/chinese-mythology/ZHUANLUN-WANG/,"NEUTRAL, may not care",Unknown at present,Underworld,,the Underworld,,3314,,Zhuanlun Wang,"['Chuan-Lun-Wang', 'King Zhuanlun', 'Xue Zhuanlun']",,God,unspecified,"{'Diyu', 'Meng Po'}",Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/MIYOLANGSANGMA/,"GOOD, quite approachable",Unknown at present,"Mountain, Mountains",,Mountains,,2394,,Miyolangsangma,"['Jomolungma', 'Miyo Lang Sangma', 'Miyo Langzangma']",,Goddess,unspecified,{'Tashitsheringma'},Female
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/RAGUTIENE/,Unknown at present,Unknown at present,Beer,,Beer,,3427,,Ragutiene,"['Ragutenapati', 'Ragutiene Pati']",Lithuania,Goddess,unspecified,{'Ragutis'},Female
Brittonic pantheon,Coming soon,https://www.godchecker.com/brittonic-mythology/ANDRASTE/,Unknown at present,Unknown at present,,,,,4356,,Andraste,['Andrasta'],,Goddess,Unknown at present,set(),Female
Slavic pantheon,Coming soon,https://www.godchecker.com/slavic-mythology/ZORYA-UTRENNYAYA/,Unknown at present,Unknown at present,Dawn,Venus,Dawn,,2203,,Zorya Utrennyaya,['unspecified'],,Goddess,unspecified,"{'Zorya', 'Dažbog'}",Female
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/RATATOSKR/,Unknown at present,Unknown at present,,,,,23227,,Ratatoskr,['Ratatosk'],,fabulous creature,Unknown at present,"{'Nidhogg', 'Yggdrasil'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/PRUDENTIA/,Unknown at present,Unknown at present,"Discipline, Self-Control, Strict",,Discipline and Self-Control,,4579,,Prudentia,['Prudence'],,Goddess,unspecified,"{'Justitia', 'Janus'}",Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ODO-OF-CLUNY/,Unknown at present,Unknown at present,,,,879-942,675,,Odo of Cluny,['unspecified'],,Saint,Unknown at present,set(),Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/SISUPALA/,"TOTALLY EVIL, danger!",Unknown at present,,,,,2143,,Sisupala,['Shishupala'],,Demon,Unknown at present,"{'Krishna', 'Yudhishthira', 'Ravana', 'Rukmini'}",Male
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/TABLET-OF-DESTINIES/,Unknown at present,Unknown at present,,,,,5651,,Tablet of Destinies,['Tablets Of Destiny'],,information,Unknown at present,"{'Enlil', 'Marduk', 'Anzû', 'Moses', 'Inanna', 'Enki'}","Sorry, we don't know"
Vodou pantheon,Coming soon,https://www.godchecker.com/vodou-mythology/DAMBALLAH/,"OKAY, not bad",Unknown at present,Beauty,,Beauty,,4238,,Damballah,"['Damballa', 'Damballa-Wedo', 'Damballah-Wedo', 'Danbala']",Haiti,Spirit,unspecified,"{'Aida-Wedo', 'Loa'}",Male
Polynesian pantheon,Coming soon,https://www.godchecker.com/polynesian-mythology/ORO/,Unknown at present,Unknown at present,War,,War,,4909,,Oro,['unspecified'],Tahitian people of Tahiti in Polynesia,God,unspecified,"{'Ai-tupuai', 'Mahu-fatu-rau', 'Toi-mata', 'Hoa-Tapu', 'Hina', ""Ta'aroa"", 'Tangaroa'}",Male
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/NGEWO/,"OKAY, not bad",Unknown at present,Creation,,Creating,,3062,,Ngewo,['Ngewo-Wa'],Mende folk of Sierra Leone,God,unspecified,{'Dyinyinga'},Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/VAJRAPANI/,"NEUTRAL, may not care",Unknown at present,Strength,,Strength,,1375,,Vajrapani,['unspecified'],,God,unspecified,{'Bodhisattvas'},Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/ZALTYS/,Unknown at present,Unknown at present,Protection,,Protection,,2672,,Žaltys,['Zaltys'],Lithuania,Spirit,unspecified,"{'Saule', 'Egle'}",Male and female
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/HACHIMAN/,"NEUTRAL, may not care",Unknown at present,War,,War,,3135,,Hachiman,['unspecified'],,God,unspecified,{'Bosatsu'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/OSSA/,"NEUTRAL, may not care",Unknown at present,"Rumors, Rumours",,Rumors,,2852,,Ossa,['unspecified'],,Goddess,unspecified,"{'Pheme', 'Erebus', 'Nyx'}",Female
Slavic pantheon,Coming soon,https://www.godchecker.com/slavic-mythology/DIVJE-DEVOJKE/,Unknown at present,Unknown at present,,,,,1859,,Divje Devojke,"['Divja-Davokje', 'Divje-Devokje']",Slovenia,Demoness,Unknown at present,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-AIDAN-OF-LINDISFARNE/,Unknown at present,August 31st,,,,484-651,939,,Aidan of Lindisfarne,['unspecified'],,Saint,Unknown at present,set(),Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/RHEA/,"NEUTRAL, may not care",Unknown at present,,,,,5801,,Rhea,['Rheia'],,Goddess,Unknown at present,"{'Hera', 'Uranus', 'Hestia', 'Titanides', 'Gaia', 'Demeter', 'Cronus', 'Zeus', 'Titans', 'Hades', 'Poseidon'}",Female
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/CROM-CRUAICH/,"NOT OKAY, be careful",Unknown at present,"Tutelary, Patronage",,Patronage,,4737,,Crom Cruaich,"['Cenn Cruach', 'Crom-Crúaich', 'Cromm Crúaich', 'Cromm-Cruach']",,God,unspecified,{'Patrick'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/SCAMANDER/,Unknown at present,Unknown at present,"River, Rivers, Stream, Streams",,Rivers,,1716,,Scamander,['Skamandros'],,God,unspecified,{'Cybele'},Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/KINNARA/,"OKAY, not bad",Unknown at present,Pleasure,,Pleasure,,2665,,Kinnara,['unspecified'],,Spirits,unspecified,"{'Kinnari', 'Kubera'}",Male and female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/DAMU/,Unknown at present,Unknown at present,"Agriculture, Farming",,Agriculture and Farming,,2218,,Damu,['unspecified'],Sumer,God,unspecified,"{'Tammuz', 'Dumuzi', 'Enki'}",Male
Chinese pantheon,Larn Tsuy Huh,https://www.godchecker.com/chinese-mythology/LAN-CAIHE/,"NEUTRAL, may not care",Unknown at present,Poverty,,Poverty,,4733,,Lan Caihe,"['Lan Caihe', ""Lan Ts'ai-Ho""]",,God,unspecified,"{'Li Tieguai', 'Eight Immortals'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/IYATIKU/,Unknown at present,Unknown at present,Underworld,,the Underworld,,1970,,Iyatiku,['Naiya Iyatiku'],Keres people of Keres Pueblo in New Mexico,Goddess,unspecified,set(),Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/ITZTLACOLIUHQUI/,"OKAY, not bad",Unknown at present,Justice,Venus,Justice,,5751,,Itztlacoliuhqui,['unspecified'],,God,unspecified,"{'Tonatiuh', 'Tlahuizcalpantecuhtli'}",Male
Chinese pantheon,Jharng Shee-yen,https://www.godchecker.com/chinese-mythology/ZHANG-XIAN/,"NEUTRAL, may not care",Unknown at present,Childbirth,,Birth,,4202,,Zhang Xian,['Chang-Shien'],,God,unspecified,"{'Tiangou', 'Erlang Shen', 'Jade Emperor'}",Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/MOHINI/,Unknown at present,Unknown at present,,,,,1341,,Mohini,['unspecified'],,Goddess,Unknown at present,"{'Vishnu', 'Shiva', 'Ayyappan'}",Female
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/CLEMENTIA/,"NEUTRAL, may not care",Unknown at present,Mercy,,Mercy,,1477,,Clementia,['unspecified'],,Goddess,unspecified,set(),Female
Micronesian pantheon,Coming soon,https://www.godchecker.com/micronesian-mythology/GORA-DAILENG/,Unknown at present,Unknown at present,"Judgment, Judgement",,Judging,,1903,,Gora-Daileng,['Gora Dai Leng'],Caroline Islands in Micronesia,God,unspecified,set(),Male
Vodou pantheon,Coming soon,https://www.godchecker.com/vodou-mythology/LOCO/,"OKAY, not bad",Unknown at present,Plants,,Plants and Vegetation,,2066,,Loco,['Loko'],Haiti,God,unspecified,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/BLESSED-ANTOINE-CHEVRIER/,Unknown at present,October 2nd,,,,1826-1879,998,,Antoine Chevrier,['Anthony-Chevrier'],,Saint,Unknown at present,set(),Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/ISIS/,Unknown at present,Unknown at present,Mother,,Motherhood,,12118,,Isis,['Aset'],,Goddess,unspecified,"{'Nut', 'Geb', 'Mary', 'Horus', 'Serapis', 'Set', 'Osiris'}",Female
